Temperature,Precipitation,Cloudiness,Snowfall,Pressure,Category
29.294755396142577,0.0,23.144883550313022,0.0,1008.6972872596932,분식
18.5892125499239,0.0,51.223417571997246,0.0,1018.490164784626,디저트
25.83551230852654,94.47341076120236,17.052774855713835,0.0,997.1089542733457,찜
12.114296734762448,0.0,36.56977982504655,0.0,1006.400701104315,초밥
10.888855042994331,0.0,39.40075064846672,0.0,994.982684020706,찜
1.9158201846304843,0.0,35.91380847443668,0.0,996.5578639568331,찜
-0.8971654563388691,0.0,18.388081522556167,34.34658794159724,1005.3305290548521,치킨
-0.29318347372831877,0.0,9.523250296287566,49.48261467947077,994.6574356518433,찜
8.401044380827742,0.0,95.70580972546587,0.0,1016.777726266746,스테이크
8.942384998074093,10.171529426912128,2.121368338747509,0.0,1018.1259115818123,카페
19.333645076981746,51.91129424561072,91.33423493958578,0.0,994.7892218725833,찜
21.541346100552094,12.211137712773382,11.243161235886568,0.0,1008.9305380401908,디저트
-2.401130876982803,60.1853337465791,32.546561126369156,24.019511453676113,994.2008280717289,찜
4.182267985106966,0.0,44.27736044041611,0.0,1006.7452509405224,찜
8.249654260513575,77.54247466106332,70.03573876448938,0.0,1023.7687068764297,카페
22.019088131361105,0.0,48.758120437710986,0.0,1016.100046914187,디저트
28.719219747852584,52.58318094082268,28.64769885886472,0.0,1009.0874161567308,디저트
-2.4606528750991608,6.482184457626461,21.143550421489422,26.51014233555888,999.1555247871942,국밥
28.647704325188244,0.0,13.286401532379532,0.0,1022.0846999229452,카페
10.840411905292028,0.0,70.7312671623357,0.0,1023.3799745555817,디저트
-2.2700860690930558,0.0,74.19581379454108,30.967528054989707,993.0629287776559,찜
2.9719297034775947,0.0,83.14072133314758,0.0,1008.3952920355624,찜
11.325149705534528,0.0,14.311708659333156,0.0,1013.6664910191419,리멘
10.743725887562022,0.5468711820972729,22.544920645048972,0.0,1017.959730975417,카페
13.13474534956693,0.0,72.35606609349576,0.0,994.8630897721187,국밥
4.879165578014723,34.31708518720074,89.09298857606532,0.0,997.9036685930461,국밥
0.7432633797282797,54.56441104711302,74.11038536381501,0.0,999.9012743892962,국밥
11.78510791195669,78.60520163170864,41.7202328572712,0.0,1005.2613432276368,분식
6.934320187111156,80.52160866282802,6.016042669538868,0.0,996.9461592755164,국밥
5.736580128573124,71.7777110909221,54.10269383477044,0.0,1020.0282165513049,디저트
8.124454668288836,0.0,64.33424940459321,0.0,997.7775894934562,찜
6.388721644576314,0.0,79.92248256503143,0.0,1022.421143966438,파스타
5.9073384548145444,0.0,25.842497595103687,0.0,1014.5743144825142,찜
-4.092544499847802,0.0,9.876184435738033,17.712696508333913,1012.4717355273941,족발
19.907837599051714,0.0,14.040039876389955,0.0,1000.9889226405166,리멘
-4.179335165633258,0.0,99.69276891908895,0.6186330821264407,1002.751445185313,족발
5.902357963884347,85.72510534459998,89.6236336057121,0.0,1005.8705020039384,파스타
18.918522570329603,,85.1923873591519,0.0,1018.5963985456726,카페
29.764116072263192,,65.3128243440756,0.0,1014.7319806224657,분식
13.121366102673658,0.0,61.29651505502358,0.0,996.3307198698034,국밥
16.731190428744988,25.414840293454926,57.09480035608707,0.0,1004.8785683902045,초밥
28.9149855794428,,28.09788178745013,0.0,1002.2041063241087,디저트
15.950624175925743,61.80854910630217,43.205992588039365,0.0,1001.8550298603529,리멘
14.926846449495503,0.0,42.12504732624015,0.0,1005.8394287713566,리멘
-2.468498620473099,0.0,76.91919272171707,21.821145806716473,1020.7126409746646,파스타
29.064121377366057,0.0,3.2838231508033,0.0,1007.4502757169844,초밥
26.668466071783712,96.2519616615686,59.23257739396247,0.0,1017.8361921020286,파스타
2.665752390098347,0.0,41.88961136182843,0.0,1002.9704209370226,국밥
17.218426934592586,0.0,77.00901145282786,0.0,1019.534022483402,카페
7.609662552790773,0.0,83.58150154084713,0.0,1015.2316185298247,카페
20.331340121936584,0.0,72.03431637014297,0.0,995.7654100545576,국밥
-0.3839752122846525,0.0,52.846415169299945,47.31601033403169,1019.3120957144172,디저트
2.812048617581012,0.0,82.08749485646585,0.0,1019.1367056983956,디저트
4.849655079408818,26.88731455093815,28.692035925277303,0.0,992.6631905064917,찜
1.5070431325036573,36.49855718375871,66.45642592188936,0.0,1019.9449000215441,스테이크
23.845968742782233,0.0,6.574353163915092,0.0,1023.6588624657347,카페
28.023519186941122,0.0,34.81422606746379,0.0,1021.8363918839864,디저트
15.58036046107673,86.1183506361965,5.269188656779389,0.0,1021.0882437691067,스테이크
11.369382837244803,0.0,46.2021075202264,0.0,1000.2962458762867,분식
9.494253891492674,0.0,71.00974807573253,0.0,994.9808502608639,찜
18.89726444789862,0.0,90.48375498972185,0.0,1022.9008990707687,파스타
16.909340818944113,5.6969095711359605,93.9946270952139,0.0,993.9435722115877,찜
23.43067833116004,63.916478856020454,56.38167107137225,0.0,994.1573824231367,찜
-2.4506730861630577,0.0,31.193160098094296,21.28896753460088,995.0093994884853,국밥
2.1008241324474,0.0,7.985385469870154,0.0,993.0380105526061,국밥
0.36777014927551566,34.08386041195218,60.27867459595752,0.0,1007.7859772724765,국밥
99.738702597198237,23.670832268635746,88.62760509015692,0.0,1019.4661753305932,카페
-4.246407809169483,0.0,45.42976822462349,6.331543996564559,995.7821771188173,국밥
0.9012164216283649,0.0,20.849048620026277,0.0,1016.2003374478378,스테이크
6.002291107223792,0.0,8.143284488468638,0.0,1022.1598869052264,카페
25.554695568810576,21.49210586028505,58.91413045065851,0.0,1005.9897358215992,디저트
-0.28966222367090033,0.0,74.07451123456927,13.702224093359916,991.8621160982701,찜
4.019965138276312,0.0,41.34261528963755,0.0,1017.3577004027969,디저트
22.759814045015155,0.0,89.90367888816414,0.0,1009.4609099653019,분식
-0.6617388971911922,0.0,38.01556504663473,7.29873199556979,1002.3317544467493,치킨
6.347543172469422,0.0,23.903854627180422,0.0,1008.2539601626121,찜
1.7604095845017573,48.52532435040405,55.770113865118965,0.0,1006.6398870813315,찜
-3.8177626379022893,29.598115907480405,11.111750709393053,44.75973996883014,997.7225051114294,찜
1.3762068129098326,0.0,91.02954725615409,0.0,992.81784073563,찜
5.276914373473886,0.0,70.30649005230127,0.0,999.8007438970099,국밥
18.661066111924814,0.0,71.80456538282212,0.0,999.1585895557598,국밥
-1.2018004000968392,55.536266842690665,31.908403807904882,11.516163541562484,1021.0047529624451,스테이크
20.44735659400563,0.0,28.84473645395086,0.0,1001.4978311514091,초밥
1.9642505637075987,0.0,62.86633269092826,0.0,1003.4589633889382,찜
-0.6186038131080176,90.83822703069028,50.875377864930236,32.64536725800534,1001.0208755491564,족발
20.704382062789996,0.0,22.4271336347608,0.0,1016.5743860665201,스테이크
19.946680410142164,0.0,8.42644480164969,0.0,1016.8574632230333,카페
17.457380707010877,0.0,26.99553507753547,0.0,1023.51124478951,스테이크
22.894203407987952,20.52709472373067,84.8852852465639,0.0,991.3294980342254,찜
29.138430258090416,1.9319454781205876,4.727930219761456,0.0,1021.1112273410168,스테이크
22.063200323449145,0.0,63.42117443487982,0.0,1020.2921240426062,스테이크
2.4275025688133987,14.32575565098897,67.522694380105,0.0,1018.1859684327699,파스타
16.665852057558897,0.0,7.609108165261224,0.0,1007.3349244591307,카페
-4.511958266897034,23.52412663033106,67.93320965214171,49.74924711915224,1009.5229174244299,치킨
1.4990699769634954,0.0,92.08900157045838,0.0,1021.1703789927676,스테이크
-3.665543928793616,0.0,41.86912087628053,33.79342585826095,1010.1216441031445,치킨
6.291980666530762,0.0,54.519735070889844,0.0,1013.9407439367676,찜
29.760960634077946,42.86672827459639,18.68168414181327,0.0,1005.6785137635687,디저트
-2.25115255219613,22.672981087883077,4.578157364466417,37.34648518498038,990.6734788561293,찜
13.937642369739152,45.103188701094645,26.944577989168362,0.0,1003.0579182859813,리멘
9.92779044171669,34.7041510979228,52.22533169298708,0.0,993.2156901691247,찜
